timestamp,Non-Renewable,Renewable,price
2025-01-16T15:00+01:00,35467.96375,19449.33766,163.04
2025-01-16T16:00+01:00,36058.63416,17331.33412,179.2
2025-01-16T17:00+01:00,36519.78276,17671.05172,191.56
2025-01-16T18:00+01:00,36361.82694,18428.40141,184.32
2025-01-16T19:00+01:00,35281.81834,18243.81331,179.97
2025-01-16T20:00+01:00,34405.22666,18153.88428,159.6
2025-01-16T21:00+01:00,33976.49487,17482.26495,141.6
2025-01-16T22:00+01:00,33340.4727,16843.44788,135.29
2025-01-16T23:00+01:00,32090.95783,16214.55483,123.75
2025-01-17T00:00+01:00,30878.37328,16045.91955,118.87
2025-01-17T01:00+01:00,29850.78631,15745.1427,118.39
2025-01-17T02:00+01:00,29716.26161,15262.57814,115.71
2025-01-17T03:00+01:00,29549.64372,14774.75289,114.72
2025-01-17T04:00+01:00,29670.2787,13725.4482,115.48
2025-01-17T05:00+01:00,31579.61294,13234.13343,122.16
2025-01-17T06:00+01:00,34496.73957,13305.9356,140.8
2025-01-17T07:00+01:00,36290.93418,13808.65212,175.01
2025-01-17T08:00+01:00,37014.20467,14562.27476,208.13
2025-01-17T09:00+01:00,36959.46422,15908.17638,175.34
2025-01-17T10:00+01:00,36443.53445,18162.24272,158
2025-01-17T11:00+01:00,36311.71726,20330.55181,140.73
2025-01-17T12:00+01:00,35757.31752,21159.89583,126.44
2025-01-17T13:00+01:00,35865.96115,20596.62635,124.03
2025-01-17T14:00+01:00,35897.35754,18690.05822,132.99
2025-01-17T15:00+01:00,36321.63948,16001.90393,151.98
2025-01-17T16:00+01:00,36917.51323,14685.68914,170.21
2025-01-17T17:00+01:00,37443.17338,14457.70235,178.79
2025-01-17T18:00+01:00,37743.28527,13866.7458,179.92
2025-01-17T19:00+01:00,37202.72806,12803.13896,174.22
2025-01-17T20:00+01:00,36890.0487,11953.64145,157.91
2025-01-17T21:00+01:00,35036.40341,11666.22273,145
2025-01-17T22:00+01:00,34002.38137,12167.44597,139.97
2025-01-17T23:00+01:00,33650.87079,12332.13631,126.84
2025-01-18T00:00+01:00,31842.95261,11685.92154,125.29
2025-01-18T01:00+01:00,30508.29961,11823.92498,121.05
2025-01-18T02:00+01:00,29991.30662,11522.9653,120.98
2025-01-18T03:00+01:00,29884.88054,10974.17061,118.85
2025-01-18T04:00+01:00,29772.81287,10409.74074,116.46
2025-01-18T05:00+01:00,29858.07386,10209.76058,119.77
2025-01-18T06:00+01:00,30184.57399,10162.06067,119.75
2025-01-18T07:00+01:00,31379.1069,10704.46941,133.39
2025-01-18T08:00+01:00,32674.76208,11052.70546,145.63
2025-01-18T09:00+01:00,32947.06101,13602.17017,144.1
2025-01-18T10:00+01:00,32458.03165,17636.04228,131.21
2025-01-18T11:00+01:00,32406.02038,22128.43985,121.56
2025-01-18T12:00+01:00,32483.33201,23795.48428,118.87
2025-01-18T13:00+01:00,31630.5057,23088.08026,115.01
2025-01-18T14:00+01:00,31965.33264,19676.89496,119.32
2025-01-18T15:00+01:00,32353.05878,14245.78361,133.32
2025-01-18T16:00+01:00,32989.6156,10713.49708,149.71
2025-01-18T17:00+01:00,33245.25933,11092.03025,164.59
2025-01-18T18:00+01:00,33335.89795,11837.33671,167.57
2025-01-18T19:00+01:00,33346.96208,12460.98894,167.85
2025-01-18T20:00+01:00,32911.64631,12219.9141,156.12
2025-01-18T21:00+01:00,32777.07764,11983.05264,143.42
2025-01-18T22:00+01:00,32674.11678,11352.76455,136.4
2025-01-18T23:00+01:00,32537.42212,11204.24117,129.36
2025-01-19T00:00+01:00,29037.832,11266.23082,129.73
2025-01-19T01:00+01:00,28378.43361,11280.21634,124.2
2025-01-19T02:00+01:00,27777.52361,11181.42799,123.05
2025-01-19T03:00+01:00,27379.11914,10882.78332,121.24
2025-01-19T04:00+01:00,27435.77521,10845.84032,120.18
2025-01-19T05:00+01:00,27196.8014,11010.42848,120
2025-01-19T06:00+01:00,27253.31526,11170.61727,121.57
2025-01-19T07:00+01:00,27907.79529,11735.22354,123.33
2025-01-19T08:00+01:00,27935.89178,13361.82165,123.6
2025-01-19T09:00+01:00,27858.65346,19519.5916,125.16
2025-01-19T10:00+01:00,26679.71292,27458.13039,125.19
2025-01-19T11:00+01:00,26414.23972,32507.22474,121.56
2025-01-19T12:00+01:00,26325.34532,33356.69139,112.25
